D:\glo_2102\Datos primero\Naming\MERGE.emrg2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ExperimentName;Subject;Session;Clock.Information;DataFile.Basename;Display.RefreshRate;Edad;ExperimentVersion;Group;PreferenciaManual;RandomSeed;RuntimeVersion;RuntimeVersionExpected;SessionDate;SessionStartDateTimeUtc;SessionTime;Sexo;StudioVersion;Block;bloque1;bloque2;ListContrabalanceo;ListContrabalanceo.Cycle;ListContrabalanceo.Sample;Procedure[Block];Running[Block];Trial;Bloques;info1;info2;info3;ListBloques;ListBloques.Cycle;ListBloques.Sample;ListPract;ListPract.Cycle;ListPract.Sample;Num.ACC[Trial];Num.CRESP[Trial];Num.DurationError[Trial];Num.OnsetDelay[Trial];Num.OnsetTime[Trial];Num.OnsetToOnsetTime[Trial];Num.RESP[Trial];Num.RT[Trial];Num.RTTime[Trial];numero[Trial];Procedure[Trial];Running[Trial];SubTrial;code;lista1;lista2;Listensayos;Listensayos.Cycle;Listensayos.Sample;Num.ACC[SubTrial];Num.CRESP[SubTrial];Num.DurationError[SubTrial];Num.OnsetDelay[SubTrial];Num.OnsetTime[SubTrial];Num.OnsetToOnsetTime[SubTrial];Num.RESP[SubTrial];Num.RT[SubTrial];Num.RTTime[SubTrial];numero[SubTrial];Procedure[SubTrial];Running[SubTrial]
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;13;lista2;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;18;9;;9;1;1;18;0;;-999999;0;262347;0;6;854;263201;8;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;13;lista2;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;19;12;;12;1;1;19;0;;-999999;1;267699;0;6;5536;273235;11;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;1;7;7;;1;2;20;0;;-999999;0;295155;0;6;761;295916;6;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;2;3;3;;1;2;21;0;;-999999;0;300440;0;6;879;301319;2;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;3;8;8;;1;2;22;0;;-999999;0;305741;0;6;706;306447;7;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;4;18;18;;1;2;23;0;;-999999;1;311093;0;6;954;312047;17;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;5;5;5;;1;2;24;0;;-999999;1;316361;0;6;876;317237;4;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;6;15;15;;1;2;25;0;;-999999;1;321629;0;6;810;322439;14;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;7;12;12;;1;2;26;0;;-999999;1;326697;0;6;901;327598;11;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;8;13;13;;1;2;27;0;;-999999;0;331948;0;6;805;332753;12;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;9;11;11;;1;2;28;0;;-999999;0;337099;0;6;848;337947;10;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;10;2;2;;1;2;29;0;;-999999;0;342434;0;6;757;343191;1;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;11;1;1;;1;2;30;0;;-999999;1;348119;0;6;741;348860;0;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;12;10;10;;1;2;31;0;;-999999;0;353220;0;6;859;354079;9;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;13;4;4;;1;2;32;0;;-999999;0;358504;0;6;879;359383;3;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;14;9;9;;1;2;33;0;;-999999;0;364056;0;6;807;364863;8;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;15;17;17;;1;2;34;0;;-999999;0;369074;0;6;821;369895;16;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;16;19;19;;1;2;35;0;;-999999;1;374809;0;6;783;375592;18;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;17;16;16;;1;2;36;0;;-999999;1;380277;0;6;793;381070;15;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;18;6;6;;1;2;37;0;;-999999;0;385211;0;6;1198;386409;5;ProcEnsayo;Listensayos
NamingNumber;14;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">2069740747</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T08:06:41Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-14-1803;59.985;7;1.0.0.308;1;diestro;2070452523;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 8:06;9:06:41;hombre;2.0.10.147;1;lista2;lista1;2;2;1;ProcExperi;ListContrabalanceo;14;lista1;¡¡FIN!!;Ya hemos acabado.;Vamos a por el siguiente.;2;1;2;;;;;;;;;;;;;;ProcBloque;ListBloques;19;14;14;;1;2;38;0;;-999999;1;391513;0;6;951;392464;13;ProcEnsayo;Listensayos
NamingNumber;15;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T09:45:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">23231980102</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T09:45:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-15-1803;59.985;6;1.0.0.308;1;diestro;1757867113;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 9:45;10:45:13;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;1;;;;;;;;3;1;1;0;;-999999;0;76427;0;6;1059;77486;6;ProcEnsayo;ListPract;;;;;;;;;;;;;;;;;;;
NamingNumber;15;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T09:45:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">23231980102</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T09:45:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-15-1803;59.985;6;1.0.0.308;1;diestro;1757867113;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 9:45;10:45:13;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;2;;;;;;;;1;1;2;0;;-999999;0;81928;0;6;963;82891;0;ProcEnsayo;ListPract;;;;;;;;;;;;;;;;;;;
NamingNumber;15;1803;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-03-18T09:45:13Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">23231980102</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-03-18T09:45:13Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-15-1803;59.985;6;1.0.0.308;1;diestro;1757867113;2.0.10.242;2.0.10.242;03-18-2019;18.03.2019 9:45;10:45:13;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;3;;;;;;;;4;1;3;0;;-999999;0;87430;0;6;621;88051;8;ProcEnsayo;ListPract;;;;;;;;;;;;;;;;;;;
