D:\glo_2102\Datos sexto\Naming\MERGE.emrg2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ExperimentName;Subject;Session;Clock.Information;DataFile.Basename;Display.RefreshRate;Edad;ExperimentVersion;Group;PreferenciaManual;RandomSeed;RuntimeVersion;RuntimeVersionExpected;SessionDate;SessionStartDateTimeUtc;SessionTime;Sexo;StudioVersion;Block;bloque1;bloque2;ListContrabalanceo;ListContrabalanceo.Cycle;ListContrabalanceo.Sample;Procedure[Block];Running[Block];Trial;Bloques;info1;info2;info3;ListBloques;ListBloques.Cycle;ListBloques.Sample;ListPract;ListPract.Cycle;ListPract.Sample;Num.ACC[Trial];Num.CRESP[Trial];Num.DurationError[Trial];Num.OnsetDelay[Trial];Num.OnsetTime[Trial];Num.OnsetToOnsetTime[Trial];Num.RESP[Trial];Num.RT[Trial];Num.RTTime[Trial];numero[Trial];Procedure[Trial];Running[Trial];SubTrial;code;lista1;lista2;Listensayos;Listensayos.Cycle;Listensayos.Sample;Num.ACC[SubTrial];Num.CRESP[SubTrial];Num.DurationError[SubTrial];Num.OnsetDelay[SubTrial];Num.OnsetTime[SubTrial];Num.OnsetToOnsetTime[SubTrial];Num.RESP[SubTrial];Num.RT[SubTrial];Num.RTTime[SubTrial];numero[SubTrial];Procedure[SubTrial];Running[SubTrial]
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;11;;;;;;;;2;2;11;0;;-999999;0;168564;0;6;472;169036;2;ProcEnsayo;ListPract;;;;;;;;;;;;;;;;;;;
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;12;;;;;;;;6;2;12;0;;-999999;0;174316;0;6;526;174842;16;ProcEnsayo;ListPract;;;;;;;;;;;;;;;;;;;
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;1;17;17;;1;1;1;0;;-999999;0;217643;0;6;428;218071;16;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;2;10;10;;1;1;2;0;;-999999;0;223211;0;6;429;223640;9;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;3;8;8;;1;1;3;0;;-999999;0;228729;0;6;408;229137;7;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;4;5;5;;1;1;4;0;;-999999;1;234231;0;6;424;234655;4;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;5;16;16;;1;1;5;0;;-999999;0;239815;0;6;647;240462;15;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;6;6;6;;1;1;6;0;;-999999;0;245683;0;6;707;246390;5;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;7;13;13;;1;1;7;0;;-999999;1;251452;0;6;456;251908;12;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;8;3;3;;1;1;8;0;;-999999;0;257053;0;6;419;257472;2;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;9;7;7;;1;1;9;0;;-999999;0;262371;0;6;441;262812;6;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;10;19;19;;1;1;10;0;;-999999;0;268022;0;6;510;268532;18;ProcEnsayo;Listensayos
NamingNumber;1;2904;"<?xml version=""1.0""?>\n<Clock xmlns:dt=""urn:schemas-microsoft-com:datatypes""><Description dt:dt=""string"">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt=""int"">0</Timestamp><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt=""r8"">3579545</Frequency><Timestamp dt:dt=""r8"">6670604098</Timestamp><Current dt:dt=""r8"">0</Current><DateUtc dt:dt=""string"">2019-04-29T07:29:24Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n";NamingNumber-1-2904;59.985;11;1.0.0.308;2;diestro;-1918639373;2.0.10.242;2.0.10.242;04-29-2019;29.04.2019 7:29;9:29:25;mujer;2.0.10.147;1;lista1;lista2;1;2;1;ProcExperi;ListContrabalanceo;13;lista1;Fin del bloque 1.;Vamos a descansar un poquito. ;Avísame cuando quieras seguir. ;1;1;1;;;;;;;;;;;;;;ProcBloque;ListBloques;11;12;12;;1;1;11;0;;-999999;0;273924;0;6;531;274455;11;ProcEnsayo;Listensayos
